mark,morp,morp_descn,convert_morp
0,M9652/3,（经典型）霍奇金淋巴瘤，混合细胞型NOS (MCHL),
0,M9653/3,（经典型）霍奇金淋巴瘤，淋巴细胞减少/消减型NOS (LDHL),
0,M9654/3,（经典型）霍奇金淋巴瘤，淋巴细胞减少型，弥漫性纤维化,
0,M9655/3,（经典型）霍奇金淋巴瘤，淋巴细胞减少型，网状,
0,M9659/3,"霍奇金淋巴瘤，结节性淋巴细胞为主型(NLPHL)
霍奇金副肉芽肿，结节性/NOS[观察]",
1,M965-966,霍奇金淋巴瘤(HL),
0,M9661/3,霍奇金肉芽肿[观察],
0,M9662/3,霍奇金肉瘤[观察],
0,M9663/3,（经典型）霍奇金淋巴瘤，结节硬化型NOS (NSHL),
0,M9664/3,（经典型）霍奇金淋巴瘤，结节硬化型，富细胞相,
0,M9665/3,"（经典型）霍奇金淋巴瘤，结节硬化型，1级
霍奇金淋巴瘤，结节硬化型，淋巴细胞为主/混合细胞",
0,M9667/3,"（经典型）霍奇金淋巴瘤，结节硬化型，2级
霍奇金淋巴瘤，结节硬化型，淋巴细胞减少/合体细胞变异",
3,M9670/3,"恶性淋巴瘤，小(B)淋巴细胞性NOS（另见9823/3）
恶性淋巴瘤，淋巴细胞性，弥散性，高分化/NOS
恶性淋巴瘤，小（淋巴）细胞，弥漫性/NOS",M9823/3
0,M9671/3,"恶性淋巴瘤，（淋巴）浆细胞性/样（另见9761/3）
浆细胞淋巴瘤；免疫细胞瘤[观察]",
0,M9673/1,原位套细胞（淋巴）瘤,
0,M9673/3,"（外）套细胞淋巴瘤/外套区淋巴瘤[观察]，包括所有变异：母细胞性、多形性、小细胞C83.1
恶性淋巴瘤，淋巴细胞/中心细胞性（，中分化，弥散性）[观察]C83.1
恶性淋巴瘤样息肉病C83.1",
0,M9675/3,"恶性淋巴瘤，小细胞大细胞混合型，弥漫性[观察]（另见9690/3）C83.2-->C82.5
恶性淋巴瘤，淋巴细胞-组织细胞混合型，弥漫性[观察]C83.2-->C82.5
恶性淋巴瘤，混合细胞型，弥漫性[观察]C83.2-->C82.5
恶性淋巴瘤，中心母细胞-中心细胞性，弥漫性/NOS[观察]C83.2-->C82.5",
0,M9678/3,原发渗出性淋巴瘤C83.8,
0,M9679/3,"纵隔大B细胞淋巴瘤C38.1-3
胸腺大B细胞淋巴瘤C37.9",
1,M967-969,成熟B细胞淋巴瘤,
1,M967-972,非霍奇金淋巴瘤(NHL),
2,M9680/1,EB病毒阳性粘膜皮肤溃疡,
0,M9680/3,"恶性淋巴瘤，大B细胞性，弥漫性，（中心母细胞性）NOS
恶性淋巴瘤，大(B)细胞性NOS  C83.3  
恶性淋巴瘤，组织细胞性，弥漫性/NOS[观察]C83.3    
恶性淋巴瘤，大细胞，核裂和无核裂[观察]C83.3    
恶性淋巴瘤，大细胞/无核裂，（弥漫性）NOS[观察]C83.3    
恶性淋巴瘤，大核裂细胞NOS[观察]C83.3    
恶性淋巴瘤，大细胞，核裂，弥漫性/NOS[观察]C83.3    
恶性淋巴瘤，大细胞，无核裂，弥漫性/NOS  C83.3  
血管内（大）B细胞淋巴瘤C49.9  C83.3-->9712/3  
血管内皮瘤病C49.9  C83.3；向血管性淋巴瘤C49.9  C83.3
富T细胞/组织细胞大B细胞淋巴瘤C83.3-->9688/3    
间变性大B细胞淋巴瘤NOS  C83.3  
弥漫性大B细胞淋巴瘤(DLBCL)，伴有慢性炎症/EB病毒阳性C83.3    
弥漫性大B细胞淋巴瘤，原发性中枢神经系统C70.-/  C71.-/C72.-  C83.3
弥漫性大B细胞淋巴瘤与伯基特(Burkitt)淋巴瘤之间的B细胞淋巴瘤C83.3    
原发性皮肤弥漫性大B细胞淋巴瘤，腿型C44.7  C83.3  
高级别B细胞淋巴瘤，伴有MYC和BCL2和/或BCL6重排C83.3    
玻璃体视网膜淋巴瘤C69.2  C83.3",
0,M9684/3,"恶性淋巴瘤，（大(B)细胞，弥漫性，）免疫母细胞性C83.3
免疫母细胞肉瘤C83.3",
0,M9687/3,"伯基特(Burkitt)瘤[观察]C83.7
伯基特（样）淋巴瘤，伴有11q畸变/NOS（另见9826/3），包括所有变异C83.7
恶性淋巴瘤，未分化/小无核裂细胞，伯基特型[观察]C83.7
伯基特(Burkitt)细胞白血病
急性白血病，伯基特型[观察]
B细胞急性淋巴细胞白血病(BALL)[观察]
L3型白血病，FAB L3[观察]
急性淋巴细胞白血病，成熟B细胞型",
2,M9688/3,富含T细胞（/组织细胞）大B细胞淋巴瘤C83.3,
0,M9689/3,"脾缘区（B细胞）淋巴瘤NOS C42.2
脾淋巴瘤，伴有绒毛状淋巴细胞C42.2",
0,M9690/3,"滤泡淋巴瘤NOS（另见9675/3）C82.9
恶性淋巴瘤，滤泡中心，滤泡性NOS C82.9
恶性淋巴瘤，中心母细胞-中心细胞性，滤泡性[观察]C82.9 
恶性淋巴瘤，淋巴细胞性，结节性NOS[观察]C82.9",
0,M9691/3,"滤泡淋巴瘤，2级C82.1
恶性淋巴瘤，小核裂细胞和大细胞混合型，滤泡性[观察]C82.1 
恶性淋巴瘤，淋巴细胞-组织细胞混合型，结节性[观察]C82.1 
恶性淋巴瘤，混合细胞型，滤泡性/结节性[观察]C82.1",
2,M9695/1,原位滤泡性（淋巴）瘤,
0,M9695/3,"滤泡淋巴瘤，1级C82.0
恶性淋巴瘤，小核裂细胞，滤泡性[观察]C82.0 
滤泡淋巴瘤，小核裂细胞C82.0 
恶性淋巴瘤，淋巴细胞性，低分化，结节性[观察]C82.0 
十二指肠型滤泡性淋巴瘤C17.0 C82.0",
0,M9698/3,"滤泡淋巴瘤，3级C82.2
恶性淋巴瘤，大细胞，滤泡性NOS C82.2
恶性淋巴瘤，大细胞，无核裂，滤泡性[观察]C82.2 
恶性淋巴瘤，组织细胞性，结节性[观察]C82.2 
恶性淋巴瘤，无/大核裂细胞，滤泡性NOS[观察]C82.2 
恶性淋巴瘤，大细胞/中心母细胞性，滤泡性NOS C82.2
恶性淋巴瘤，淋巴细胞性，高分化，结节性[观察]C82.2
滤泡淋巴瘤，3A级C82.3 
滤泡淋巴瘤，3B级C82.4 
大B细胞淋巴瘤，伴有IRF4重排C83.3",
0,M9699/3,"（淋巴结）边缘区（B细胞）淋巴瘤NOS
单核细胞样B细胞淋巴瘤C83.0 
与粘膜有关的淋巴样组织(MALT)淋巴瘤C82.7--> C88.4
与支气管有关的淋巴样组织(BALT)淋巴瘤C34.- C82.7-->C88.4
与皮肤有关的淋巴样组织(SALT)淋巴瘤C44.- C82.7-->C88.4
原发性脉络膜淋巴瘤C69.3 C82.7-->C88.4",
0,M9700/3,"蕈样真菌病C44.- C84.0；肉芽肿性皮肤松弛C84.0
佩吉特样(Pagetoid)网状细胞增多症C84.0",
0,M9701/3,塞扎里（塞蔡累/Sezary）病/综合征C84.1,
2,M9702/1,胃肠道惰性T细胞淋巴增生性疾病,
0,M9702/3,"T细胞淋巴瘤NOS C84.5；T区淋巴瘤C84.4
（成熟/周围的）T细胞淋巴瘤C84.4
周围T细胞淋巴瘤，多形性小细胞/中细胞和/或大细胞C84.4
淋巴上皮样淋巴瘤/伦纳特（兰奈尔/Lennert）淋巴瘤C84.4淋巴滤泡辅助型淋巴结外周T细胞淋巴瘤C84.4
滤泡T细胞淋巴瘤C82.7",
0,M9705/3,"血管免疫母细胞性（T细胞）淋巴瘤C84.4-->C86.5
周围性T细胞淋巴瘤，AILD（血管免疫母细胞性淋巴结病，伴有异常蛋白血症）[观察]C84.4-->C86.5",
0,M9708/3,皮下脂膜炎样T细胞淋巴瘤C84.5-->C86.3,
2,M9709/1,原发性皮肤CD4阳性的小/中T细胞淋巴增生性疾病/淋巴瘤C44.-,
0,M9709/3,"皮肤T细胞淋巴瘤NOS C44.-
皮肤型淋巴瘤NOS[观察]C44.- C84.5-->C84.8
原发性皮肤CD8阳性侵袭性表皮细胞毒性T细胞淋巴瘤C44.- C84.8
原发性皮肤肢端CD8阳性T细胞淋巴瘤C44.- C84.8",
1,M970-971,成熟的T和自然杀伤(NK)细胞淋巴瘤,
2,M9712/3,血管内大B细胞淋巴瘤C49.9,
0,M9714/3,"间变性大细胞淋巴瘤，T细胞和无标记细胞型C84.5-->C84.6
大细胞(Ki-1+)淋巴瘤[观察]C84.5-->C84.6
间变性大细胞淋巴瘤，CD30+/NOS
间变性大细胞淋巴瘤，ALK（间变性淋巴瘤激酶）阳性C84.6",
2,M9715/3,"间变性大细胞淋巴瘤，ALK阴性C84.7
乳房植入物相关的间变性大细胞淋巴瘤C50.- C84.7",
0,M9716/3,"肝脾γ-δ细胞淋巴瘤C84.5-->C86.1
肝脾T细胞淋巴瘤C84.5-->C86.1",
0,M9717/3,"（肠病型/单一上皮性）肠T细胞淋巴瘤C84.5-->C86.2
与肠病相关的T细胞淋巴瘤C84.5-->C86.2",
2,M9718/1,"原发皮肤的CD30+ T细胞淋巴细胞增生紊乱C44.-
淋巴瘤样丘疹病C44.-",
0,M9718/3,"原发皮肤的CD30+ T细胞淋巴细胞增生紊乱C44.-
原发皮肤的间变性/CD30+大(T)细胞淋巴瘤C44.- C84.5-->C86.6",
0,M9719/3,"自然杀伤(NK)/T细胞淋巴瘤，鼻和鼻型C84.5-->C86.0
自然杀伤(NK)/T细胞淋巴瘤，NOS C84.5-->C84.9
血管中心性T细胞淋巴瘤[观察]C84.5 
恶性（中线）/多形性网状细胞增生症NOS[观察]C85.7",
1,M972,前体细胞淋巴母细胞性淋巴瘤,
2,M9724/3,儿童系统性EB病毒阳性T细胞淋巴增殖性疾病C84.5,
2,M9725/1,种痘样水疱样淋巴增生性疾病/淋巴瘤,
2,M9726/3,原发性皮肤γ-δ T细胞淋巴瘤C44.- C84.5,
0,M9727/3,"（前体细胞）淋巴母细胞性淋巴瘤NOS（另见9835/3）C83.5
恶性淋巴瘤，曲折细胞[观察]C83.5
淋巴母细胞瘤[观察]C83.5
母细胞性浆细胞样树突状细胞肿瘤C86.4
母细胞性NK细胞淋巴瘤C86.4",
3,M9728/3,前体B细胞淋巴母细胞性淋巴瘤（另见9836/3）C83.5,M9811/3
3,M9729/3,前体T细胞淋巴母细胞性淋巴瘤（另见9837/3）C83.5,M9837/3
1,M973,浆细胞肿瘤,
0,M9731/3,"浆细胞瘤NOS C90.2-->C90.3
骨的浆细胞瘤C40.-/C41.- C90.2-->C90.3
孤立性骨髓瘤C90.2-->C90.3 ",
0,M9732/3,（多发性/浆细胞）骨髓瘤（病）NOS C42.1,
0,M9733/3,浆细胞白血病C42.1,
0,M9734/3,浆细胞瘤，髓外的（不发生在骨内）C90.2,
2,M9735/3,浆母细胞性淋巴瘤C83.3,
2,M9737/3,ALK（间变性淋巴瘤激酶）阳性大B细胞淋巴瘤C83.3,
2,M9738/3,"HHV8（人类疱疹病毒8型）相关多中心Castleman病引起的大B细胞淋巴瘤C83.3
HHV8阳性弥漫性大B细胞淋巴瘤C83.3",
1,M974,肥大细胞肿瘤,
0,M9740/1,"肥大细胞瘤NOS
（弥漫性）皮肤肥大细胞增多症；色素性荨麻疹
皮肤孤立性肥大细胞瘤；真皮外肥大细胞瘤",
0,M9740/3,恶性肥大细胞瘤C96.2；肥大细胞肉瘤C96.2,
2,M9741/1,惰性系统性肥大细胞增多症,
0,M9741/3,"（全身性）恶性肥大细胞增多症/病C96.2
系统性肥大细胞增多症，伴有血液克隆性非肥大细胞障碍(AHNMD)C96.2
侵袭性系统性肥大细胞增多症C96.2",
0,M9742/3,肥大细胞白血病C42.1,
2,M9749/3,埃德海姆(Erdheim)-切斯特(Chester)病C96.1-->C96.8,
1,M975,组织细胞和附属淋巴样细胞肿瘤,
0,M9750/3,"恶性组织细胞增多症C96.1-->C96.8
组织细胞性髓性网状细胞增多症[观察]C96.1-->C96.8",
0,M9751/1,"郎格汉斯(Langerhans)细胞肉芽肿病/组织细胞增多症NOS[观察]C96.6
朗格汉斯细胞组织细胞增多症，单发性/多发性C96.6",
2,M9751/3,"朗格汉斯细胞组织细胞增多症，播散性C96.0
朗格汉斯细胞肉芽肿病C96.6
嗜酸性肉芽肿C96.6
（急性进行性）组织细胞增生症X，NOS C96.0
汉(Hand)-许(Schuller)-克(Christian)病[观察]C96.5 
莱特勒（莱特雷尔）-西韦（兰脱累-西伟/Letterer-Siwe）病C96.0 
非脂性网状内皮细胞增多症[观察]C96.0",
3,M9752/1,"郎格汉斯细胞肉芽肿病/组织细胞增多症，单病灶
郎格汉斯细胞组织细胞增多症，单-骨生成性
嗜酸性肉芽肿",M9751/3
3,M9753/1,"郎格汉斯细胞组织细胞增多症，多病灶/多-骨生成性
汉(Hand)-许(Schuller)-克(Christian)病[观察]",M9751/3
3,M9754/3,"郎格汉斯细胞组织细胞增多症，播散性C96.0
全身性莱特勒（莱特雷尔）-西韦（兰脱累-西伟/Letterer-Siwe）病C96.0 
急性进行性组织细胞增多症(X) C96.0
非脂性网状内皮细胞增多症[观察]C96.0",M9751/3
0,M9755/3,（真性）组织细胞（肉）瘤C96.3-->C96.8,
0,M9756/3,郎格汉斯细胞肉瘤C96.7-->C96.4,
0,M9757/3,"（交错）树突状细胞肉瘤NOS
不确定性树突状细胞肿瘤C96.7-->C96.4",
0,M9758/3,滤泡性树突状细胞（肉）瘤C96.7-->C96.4,
2,M9759/3,纤维母细胞性网状细胞肿瘤C96.7-->C96.4,
1,M976,免疫增生性疾病,
0,M9760/3,免疫增生性疾病NOS,
2,M9761/1,意义不明的IgM单克隆丙种球蛋白病,
0,M9761/3,瓦尔登斯特伦（华顿史特郎/Waldenstrom）巨球蛋白血症C42.0（另见9671/3）C88.0,
0,M9762/3,"γ/μ/其他重链（疾）病/富兰克林(Frankin)病C88.2
α重链（疾）病C88.3",
0,M9764/3,"免疫增生性小肠病C17.-
地中海淋巴瘤C88.3",
0,M9765/1,"意义未确定的单克隆丙种球蛋白病(MGUS)
单克隆丙种球蛋白病(MGUS) NOS",
0,M9766/1,"血管中心性免疫增生性损害
淋巴瘤样肉芽肿病，1级/2级/NOS",
2,M9766/3,淋巴瘤样肉芽肿病，3级C83.8,
0,M9767/1,"血管免疫母细胞性淋巴结病(AIC)
免疫母细胞性淋巴结病(IBL)[观察]",
0,M9768/1,T-γ淋巴组织增生性疾病,
0,M9769/1,免疫球蛋白沉积病/系统性轻链病/原发性淀粉样变性,
1,M980,白血病NOS C42.1,
0,M9800/3,"白血病NOS
慢性白血病NOS[观察]C95.1
亚急性白血病NOS[观察]C95.7
非白血性（白细胞缺乏）白血病NOS[观察]C95.7",
0,M9801/3,"急性白血病NOS
母细胞/干细胞/未分化白血病C95.0",
0,M9805/3,急性双表型/混合谱系/双谱系白血病C95.0,
2,M9806/3,混合型急性白血病，伴有t(9;22)(q34;q11.2);BCR-ABL1,
2,M9807/3,混合型急性白血病，伴有t(V;11q23);MLL基因重排,
2,M9808/3,混合表型急性白血病，B细胞/髓样NOS,
2,M9809/3,混合表型急性白血病，T细胞/髓样NOS,
1,M980-994,白血病C42.-,
2,M9811/3,"B淋巴（母）细胞性白血病/淋巴瘤NOS
B淋巴细胞性白血病/淋巴瘤，伴有IAMP21
前体B细胞淋巴母细胞性淋巴瘤
前体B细胞淋巴母细胞白血病
（普通）前（体）B细胞急性淋巴细胞白血病
普通急性淋巴细胞白血病(c-All) ",
2,M9812/3,B淋巴（母）细胞性白血病/淋巴瘤，伴有t(9;22)(q34; q11.2);BCR-ABL1,
2,M9813/3,B淋巴（母）细胞性白血病/淋巴瘤，伴有t(V;11q23);MLL基因重排C91.0,
2,M9814/3,B淋巴（母）细胞性白血病/淋巴瘤，伴有t(12;21)(p13; q22);TEL-AML1(ETV6-RUNX1),
2,M9815/3,B淋巴（母）细胞性白血病/淋巴瘤，伴有超二倍体C91.0,
2,M9816/3,B淋巴（母）细胞性白血病/淋巴瘤，伴有亚二倍体（二倍体急性淋巴细胞白血病）C91.0,
2,M9817/3,B淋巴（母）细胞性白血病/淋巴瘤，伴有t(5;14)(q31;q32); IL3-IGH,
2,M9818/3,B淋巴（母）细胞性白血病/淋巴瘤，伴有t(1;19)(q23;p133); E2A-PBX1 (TCF3-PBX1),
2,M9819/3,B淋巴（母）细胞性白血病/淋巴瘤，BCR-ABL1样C91.0,
1,M981-983,淋巴样白血病C42.1,
0,M9820/3,"淋巴样白血病NOS[观察]C91.9
亚急性淋巴样/性/细胞白血病[观察]C91.7
非白血性淋巴样/性/细胞白血病[观察]C91.7
淋巴肉瘤细胞白血病[观察]C91.7",
2,M9823/1,单克隆B细胞淋巴细胞增多症，CLL（慢性淋巴细胞白血病）型,
0,M9823/3,"B细胞慢性淋巴细胞白血病/小淋巴细胞淋巴瘤C91.1
慢性淋巴细胞白血病，B细胞型(BCLL)，包括所有变异C91.1 
慢性淋巴样/性白血病C91.1
恶性淋巴瘤，小(B)淋巴细胞性NOS
恶性淋巴瘤，淋巴细胞性，弥散性，高分化/NOS
恶性淋巴瘤，小（淋巴）细胞，弥漫性/NOS",
3,M9826/3,"伯基特(Burkitt)细胞白血病（另见9687/3）C91.0-->C91.8
急性白血病，伯基特型[观察]C91.0-->C91.8 
B细胞急性淋巴细胞白血病(BALL)[观察]C91.0-->C91.8 
L3型白血病，FAB L3[观察]C91.0-->C91.8
急性淋巴细胞白血病，成熟B细胞型C91.0-->C91.8",M9687/3
0,M9827/3,成人T细胞白血病/淋巴瘤（人类T细胞亲淋巴病毒I型(HTLV-1)阳性）包括所有变异C91.5,
3,M9831/1,（T细胞/自然杀伤(NK)细胞）大颗粒淋巴细胞/白血病/增多症NOS,M9831/3
2,M9831/3,"（T/NK细胞）大颗粒淋巴细胞白血病/增多症C91.7
NK细胞慢性淋巴细胞增生性疾病C91.7",
0,M9832/3,前淋巴细胞白血病NOS,
0,M9833/3,前淋巴细胞白血病，B细胞型C91.3,
0,M9834/3,前淋巴细胞白血病，T细胞型C91.3-->C91.6,
0,M9835/3,"前体细胞淋巴细胞白血病，无表型/NOS（另见9727/3）C91.0
急性淋巴细胞白血病，前体细胞型/NOS（另见9727/3）C91.0 
急性淋巴细胞白血病/淋巴瘤NOS C91.0
（急性）淋巴样/性白血病NOS（另见9727/3）C91.0 
急性淋巴细胞白血病，L1型NOS C91.0
L1型白血病，FAB L1[观察]C91.0
急性淋巴细胞白血病，L2型NOS C91.0
L2型白血病，FAB L2[观察]C91.0",
3,M9836/3,"前体B细胞淋巴母细胞白血病（另见9728/3）C91.0
（普通）前（体）B细胞急性淋巴细胞白血病C91.0 
普通急性淋巴细胞白血病(c-All) C91.0",M9811/3
0,M9837/3,"前体T细胞淋巴细胞白血病C91.0
前体T细胞淋巴母细胞性淋巴瘤
前（体）/皮质/成熟T细胞急性淋巴细胞白血病C91.0
T淋巴母细胞白血病/淋巴瘤C91.0
早期T细胞前体急性淋巴细胞白血病C91.0",
0,M9840/3,"急性髓样白血病(AML)，M6型C94.0
（急性）红白血病C94.0 
M6(A/B)型白血病C94.0 
（急性）红细胞性骨髓组织增生NOS C94.0
急性红细胞增多症[观察]C94.0 
迪古列尔莫（狄高里莫/Di Guglielmo）病[观察]C94.0",
1,M984-993,髓样白血病C42.1,
0,M9860/3,"髓样/性白血病NOS
粒/粒-单核/非淋巴细胞白血病NOS C92.7
亚急性髓样/髓性/粒细胞白血病[观察]C92.7 
非白血性髓样/髓性/粒细胞白血病[观察]C92.7 
嗜酸性粒细胞白血病C92.7 
单核细胞白血病NOS C93.9
慢性单核细胞白血病NOS C93.1
亚急性单核细胞白血病NOS C93.7
非白血性单核细胞白血病NOS C93.7",
0,M9861/3,急性髓（性）/非淋巴/粒细胞白血病NOS（法-美-英系统或WHO分型均未特指者）（另见9930/3）C92.0,
0,M9863/3,"慢性髓样/性白血病NOS
慢性粒/髓细胞白血病NOS",
2,M9865/3,急性髓系白血病，伴有t(6;9)(p23;q34);DEK-NUP214,
0,M9866/3,"急性早幼粒细胞白血病，伴有t(15;17)(q22;q11-12)/NOS
急性髓样白血病，伴有PML/RAR-α C92.4
M3型白血病，FAB M3，包括所有变异C92.4",
0,M9867/3,"急性粒-单核细胞白血病C92.5
M4型白血病，FAB M4",
2,M9869/3,急性髓系白血病，伴有inv(3)（血管内皮生长因子3）(q21q22.2)或t(3;3)(q21;q22.2);RPN1-EVI1,
0,M9870/3,急性嗜碱性细胞白血病C94.7,
0,M9871/3,"急性髓样白血病，伴有异常的骨髓嗜酸性粒细胞，包括所有变异C92.7
急性髓样白血病，伴有inv(16)(p13;q22)/t(16;16)(p13;q11)/ CBF-β/MYH11 C92.5
急性粒-单核细胞白血病，伴有异常的嗜酸粒细胞C92.5   
M4Eo型白血病，FAB M4Eo C92.5",
0,M9872/3,"急性髓样白血病，最低分化C92.0
M0型白血病，FAB M0 C92.0",
0,M9873/3,"急性髓样白血病，不伴有成熟C92.0
M1型白血病，FAB M1 C92.0",
0,M9874/3,"急性髓样白血病，伴有成熟C92.0
M2型白血病，FAB M2 C92.0",
0,M9875/3,慢性髓性/粒细胞白血病，BCR/ABL阳性/费城染色体(Ph1)阳性/t(9;22)(q34;q11),
0,M9876/3,非典型慢性髓样白血病，BCR/ABL阴性/费城染色体(Ph1)阴性C92.2,
2,M9877/3,急性髓样白血病，伴有变异型NPM1,
2,M9878/3,急性髓样白血病，伴有CEBPA双等位基因突变C92.0,
2,M9879/3,急性髓样白血病，伴有突变型RUNX1,
0,M9891/3,"（急性）单核（母）细胞白血病NOS
M5型白血病，FAB M5，包括所有变异C93.0",
0,M9895/3,"急性髓样白血病，伴有多谱系发育不良C92.0-->C92.8
急性髓样白血病，伴有/不伴有（早发）骨髓增生异常综合征C92.0-->C92.8",
0,M9896/3,"急性髓样白血病，M2型白血病，FAB M2，伴有t(8;21)(q22;q22)/AML1(CBF-α)/ETO
急性髓样白血病，伴有t(8;21)(q22;q22);RUNX1-RUNX1T1",
0,M9897/3,急性髓样白血病，伴有11q23异常/MLL,
2,M9898/1,短暂性异常骨髓生成,
2,M9898/3,髓系白血病，伴有唐氏综合征C92.7,
0,M9910/3,"急性巨核母细胞白血病C94.2；巨核细胞白血病C94.2
M7型白血病，FAB M7",
2,M9911/3,急性髓系白血病（巨核细胞），伴有t(1;22)(p13;q13);RBM15-MKL1,
2,M9912/3,急性髓样白血病，伴有BCR-ABL1,
0,M9920/3,"与治疗有关的急性髓样白血病，与烷化剂/表鬼臼毒素有关/NOS
与治疗有关的髓系肿瘤C92.0-->C94.6",
0,M9930/3,髓样/粒细胞肉瘤（另见9861/3）C92.3；绿色瘤C92.3,
0,M9931/3,"急性全骨髓增殖症（伴有骨髓纤维化）NOS C42.1
急性骨髓纤维化/硬化NOS/恶性骨髓硬化[观察]C94.4",
1,M994,其他白血病C42.1,
0,M9940/3,"毛细胞白血病C42.1
白血病性网状内皮细胞增多症C91.4",
0,M9945/3,"慢性粒-单核细胞白血病，I型/II型/NOS
在变换的慢性粒-单核细胞白血病[观察]",
0,M9946/3,少年（慢性）粒-单核细胞白血病C92.1-->C93.3,
0,M9948/3,侵袭性自然杀伤(NK)细胞白血病C94.7,
0,M9950/3,真性/增生性/慢性红细胞增多症C94.7,
1,M995-996,慢性骨髓增生性疾病C42.1,
0,M9960/3,（慢性）骨髓增生性疾病/肿瘤/紊乱NOS,
0,M9961/3,"骨髓硬化，伴有髓样化生C96.7
骨髓纤维化作为骨髓增生性疾病的结果C96.7
（慢性）特发性骨髓纤维化C96.7
原因不明性髓样化生C96.7
巨核细胞性骨髓硬化C96.7
骨髓纤维化，伴有髓样化生C96.7",
0,M9962/3,原发性/特发性（出血性）血小板增多症C96.7,
0,M9963/3,慢性中性粒细胞白血病C92.1,
0,M9964/3,"嗜酸性粒细胞增多综合征C92.1
慢性嗜酸性粒细胞白血病C92.1",
2,M9965/3,髓样和淋巴肿瘤，伴有PDGFRA重排C96.7,
2,M9966/3,髓样肿瘤，伴有PDGFRB重排C92.7,
2,M9967/3,髓样和淋巴肿瘤，伴有FGFR1异常C96.7,
2,M9968/3,髓样和淋巴肿瘤，伴有PCM1-JAK2,
1,M997,其他血液学紊乱,
0,M9970/1,淋巴组织增生性紊乱/病NOS,
2,M9971/1,"移植后淋巴增生性疾病(PTLD) NOS（另见9650/3）
多形性移植后淋巴增生性疾病",
3,M9975/1,骨髓增生性疾病NOS,M9975/3
2,M9975/3,"骨髓增生异常，不能归类C92.7-->C94.6
骨髓增生性（疾病/肿瘤），不能归类C96.7-->C94.6",
0,M9980/3,"难治性贫血（不伴有铁粒幼细胞）C92.7-->C94.6
骨髓增生异常综合征，伴单系异型增生C92.7-->C94.6
难治性中性粒细胞减少症C92.7-->C94.6
难治性血小板减少症（另见9980/3）C92.7-->C94.6",
0,M9982/3,难治性贫血，伴有（环状）铁粒幼细胞（标记性血小板增多症相关），RARS,
0,M9983/3,难治性贫血，伴有母/胚细胞过多，RAEB (I/II),
0,M9984/3,难治性贫血，伴有转化中的母细胞过多，RAEB-T[观察],
0,M9985/3,（儿童）难治性血细胞减少症，伴有多谱系发育不良C92.7-->C94.6,
0,M9986/3,骨髓增生异常综合征，伴有5q缺失(5q-)综合征C92.7-->C94.6,
0,M9987/3,与治疗有关的骨髓增生异常综合征，与烷化剂/表鬼臼毒素有关/NOS,
0,M9989/3,"骨髓增生异常综合征NOS
白血病前期（综合征）[观察]C92.7-->C94.6",
1,M998-999,骨髓增生异常综合征(MDS) C42.1,
3,M9991/3,难治性中性粒细胞减少症C92.7-->C94.6,M9980/3
3,M9992/3,难治性血小板减少症（另见9980/3）C92.7-->C94.6,M9980/3
2,M9993/3,骨髓增生异常综合征，伴有环状纤维母细胞和多谱系发育不良（另见9980/3）C92.7-->C94.6,
