morp,morp-description,behaviour,o3site,icd10,Comments
8951/3,Mesodermal mixed tumor (C220),Malignant,"C220, All Other Sites","C22.4, See Topo Table B Col B",
8959/1,Cystic partially differentiated nephroblastoma (C649),Borderline,"C649, All Other Sites","D41.0, See Topo Table B Col F",
8959/3,Malignant cystic nephroma (C649),Malignant,"C649, All Other Sites","C64, See Topo Table B Col B",
8960/1,Mesoblastic nephroma (C649),Borderline,"C649, All Other Sites","D41.0, See Topo Table B Col F",
8960/3,"Nephroblastoma, NOS (C649)",Malignant,"C649, All Other Sites","C64, See Topo Table B Col B",
8963/3,Rhabdoid tumor,Malignant,Specific Sites,See Topo Table B Col B,
8964/3,Clear cell sarcoma of kidney (C649),Malignant,"C649, All Other Sites","C64, See Topo Table B Col B",
8970/3,Hepatoblastoma (C220),Malignant,"C220, All Other Sites","C22.2, See Topo Table B Col B",
8971/3,Pancreastoblastoma (C25_),Malignant,"C259, All Other Sites","C25.9, See Topo Table B Col B",
8972/3,Pulmonary blastoma (C34_),Malignant,"C349, All Other Sites","C34.9, See Topo Table B Col B",
8973/3,Pleuropulmonary blastoma (C34_),Malignant,"C349, All Other Sites","C34.9, See Topo Table B Col B",
8974/1,Sialoblastoma,Borderline,Specific Sites,See Topo Table B Col F,
8975/1,Calcifying nested epithelial stromal tumor (C220),Borderline,"C220, All Other Sites","D37.6, See Topo Table B Col F",
8976/3,Gastroblastoma (C16) (2022 update),Malignant,"C169, All Other Sites","C16.9, See Topo Table B Col B",New code 2022+
8980/3,"Carcinosarcoma, NOS",Malignant,Specific Sites,See Topo Table B Col B,
8981/3,"Carcinosarcoma, embryonal",Malignant,Specific Sites,See Topo Table B Col B,
8982/3,Myoepithelial carcinoma,Malignant,Specific Sites,See Topo Table B Col B,
8983/2,"Adenomyoepithelioma, in situ (C50_)",In-Situ,"C509, All Other Sites","D05.8, See Topo Table B Col D",Not listed in ICD-O-3.2
8983/3,Adenomyoepithelioma with carcinoma (C50_),Malignant,"C509, All Other Sites","C50.9, See Topo Table B Col B",
8990/1,"Mesenchymoma, NOS (C49_)",Borderline,"C499, All Other Sites","D48.1, See Topo Table B Col F",
8990/3,"Mesenchymoma, malignant (C49_)",Malignant,"C499, All Other Sites","C49.9, See Topo Table B Col B",
8991/3,Embryonal sarcoma (C49_),Malignant,"C499, All Other Sites","C49.9, See Topo Table B Col B",
8996/3,"Medullary fibroma, malignant (C649)",Malignant,"C649, All Other Sites","C64, See Topo Table B Col B",Not listed in ICD-O-3.2
9000/1,"Brenner tumor, borderline malignancy (C569)",Borderline,"C569, All Other Sites","D39.1, See Topo Table B Col F",
9000/3,"Brenner tumor, malignant  (C569)",Malignant,"C569, All Other Sites","C56, See Topo Table B Col B",
9014/1,Serous adenofibroma of borderline malignancy (C569),Borderline,"C569, All Other Sites","D39.1, See Topo Table B Col F",
9014/2,"Serous adenocarcinofibroma, in situ (C569)",In-Situ,"C569, All Other Sites","D07.3, See Topo Table B Col D",Not listed in ICD-O-3.2
9014/3,Serous adenocarcinofibroma (C569),Malignant,"C569, All Other Sites","C56, See Topo Table B Col B",
9015/1,Mucinous adenofibroma of borderline malignancy (C569),Borderline,"C569, All Other Sites","D39.1, See Topo Table B Col F",
9015/2,"Mucinous adenofibroma, in situ",In-Situ,Specific sites,See Topo Table B Col D,Not listed in ICD-O-3.2
9015/3,Mucinous adenocarcinofibroma (c569),Malignant,"C569, All Other Sites","C56, See Topo Table B Col B",
9020/1,"Phyllodes tumor, borderline (C50_)",Borderline,"C509, All Other Sites","D48.6, See Topo Table B Col F",
9020/3,"Phyllodes tumor, malignant (C50_)",Malignant,"C509, All Other Sites","C50.9, See Topo Table B Col B",
9040/3,"Synovial sarcoma, NOS (C49_)",Malignant,"C499, All Other Sites","C49.9, See Topo Table B Col B",
9041/3,"Synovial sarcoma, spindle cell (C49_)",Malignant,"C499, All Other Sites","C49.9, See Topo Table B Col B",
9042/3,"Synovial sarcoma, epithelioid cell (C49_)",Malignant,"C499, All Other Sites","C49.9, See Topo Table B Col B",
9043/3,"Synovial sarcoma, biphasic (C49_)",Malignant,"C499, All Other Sites","C49.9, See Topo Table B Col B",
9044/3,"Clear cell sarcoma, NOS  (C49_)",Malignant,"C499, All Other Sites","C49.9, See Topo Table B Col B",
9045/3,"Biphenotypic sinonasal sarcoma (C300, C31_) (ICD-O-3.2 update)",Malignant,"C300, C319, All Other Sites","C30.0, C31.9, See Topo Table B Col B",New code 2021+
9050/2,"Mesothelioma, in situ  (2023 update)",In-Situ,Specific Sites,See Topo Table B Col D,
9050/3,"Mesothelioma, malignant (C384)",Malignant,"C384, All Other Sites","C45.2, See Topo Table B Col J",
9051/3,"Fibrous mesothelioma, malignant (C384)",Malignant,"C384, All Other Sites","C45.2, See Topo Table B Col J",
9052/1,"Well differentiated papillary mesothelioma, pleura (ICD-O-3.2 update) (C384)",Borderline,"C384, All Other Sites","D38.2, See Topo Table B Col F",
9052/3,"Epithelioid mesothelioma, malignant (C384)",Malignant,"C384, All Other Sites","C45.2, See Topo Table B Col J",
9053/3,"Mesothelioma, biphasic, malignant (C384)",Malignant,"C384, All Other Sites","C45.2, See Topo Table B Col J",
9055/1,"Cystic mesothelioma, NOS (C48_) (ICD-O-3.2 update, see code 9055/0)",Borderline,"C488, All Other Sites","D48.4, See Topo Table B Col F",
9055/3,"Multicystic mesothelioma, malignant (C384)",Malignant,"C384, All Other Sites","C45.2, See Topo Table B Col J",
9060/2,"Dysgerminoma, in situ (C569 [F], C62_[M])",In-Situ,"C569 [F], C629 [M], All Other Sites","D07.3 (F), D07.6 (M), See Topo Table B Col D",Not listed in ICD-O-3.2
9060/3,"Dysgerminoma (C569 [F], C62_[M])",Malignant,"C569 [F], C629 [M], All Other Sites","C56 [F], C62.9 [M], See Topo Table B Col B",
9061/2,"Seminoma, in situ (C62_)",In-Situ,"C629, All Other Sites","D07.6, See Topo Table B Col D",Not listed in ICD-O-3.2
9061/3,"Seminoma, NOS (C62_)",Malignant,"C629, All Other Sites","C62.9, See Topo Table B Col B",
9062/3,"Seminoma, anaplastic (C62_)",Malignant,"C629, All Other Sites","C62.9, See Topo Table B Col B",
9063/2,"Spermatocytic seminoma, in situ (C62_)",In-Situ,"C629, All Other Sites","D07.6, See Topo Table B Col D",Not listed in ICD-O-3.2
9063/3,Spermatocytic seminoma (C62_),Malignant,"C629, All Other Sites","C62.9, See Topo Table B Col B",
9064/2,Intratubular malignant germ cells (C62_),In-Situ,"C629, All Other Sites","D07.6, See Topo Table B Col D",
9064/3,Germinoma (C62_),Malignant,"C629, All Other Sites","C62.9, See Topo Table B Col B",
9065/2,"Germ cell tumor, nonseminomatous, in situ",In-Situ,Specific sites,See Topo Table B Col D,Not listed in ICD-O-3.2
9065/3,"Germ cell tumor, nonseminomatous (C62_)",Malignant,"C629, All Other Sites","C62.9, See Topo Table B Col B",
9070/2,"Embryonal carcinoma, NOS, in situ",In-Situ,Specific sites,See Topo Table B Col D,Not listed in ICD-O-3.2
9070/3,"Embryonal carcinoma, NOS",Malignant,Specific Sites,See Topo Table B Col B,
9071/3,"Yolk sac tumor (C569 [F], C62_[M])",Malignant,"C569 [F], C629 [M], All Other Sites","C56 [F], C62.9 [M], See Topo Table B Col B",
9072/3,Polyembryoma,Malignant,Specific Sites,See Topo Table B Col B,
9073/1,"Gonadoblastoma (C569 [F], C62_[M])",Borderline,"C569 [F], C629 [M], All Other Sites","D39.1 [F], D40.1 [M], See Topo Table B Col F",
9073/3,"Gonadoblastoma, malignant (C569 [F], C62_[M])",Malignant,"C569 [F], C629 [M], All Other Sites","C56 [F], C62.9 [M], See Topo Table B Col B",Not listed in ICD-O-3.2
9080/1,"Teratoma, NOS (ICD-O-3.2 update)",Borderline,Specific Sites,See Topo Table B Col F,
9080/2,"Teratoma, in situ",In-Situ,Specific sites,See Topo Table B Col D,Not listed in ICD-O-3.2
9080/3,"Teratoma, malignant, NOS (ICD-O-3.2 update, see 9080/1 for specific sites: C34, C37, 73)",Malignant,Specific Sites,See Topo Table B Col B,
9081/3,Teratocarcinoma (C220),Malignant,"C220, All Other Sites","C22.7, See Topo Table B Col B",
9082/3,"Malignant teratoma, undifferentiated",Malignant,Specific Sites,See Topo Table B Col B,
9083/3,"Malignant teratoma, intermediate",Malignant,Specific Sites,See Topo Table B Col B,
9084/3,Teratoma with malignant transformation,Malignant,Specific Sites,See Topo Table B Col B,
9085/2,"Mixed germ cell tumor, in situ",In-Situ,Specific sites,See Topo Table B Col D,Not listed in ICD-O-3.2
9085/3,Mixed germ cell tumor,Malignant,Specific Sites,See Topo Table B Col B,
9086/3,Germ cell tumor with associated hematological malignancy (ICD-O-3.2 update),Malignant,Specific Sites,See Topo Table B Col B,New code 2021+
9090/2,"Struma ovarii, in situ",In-Situ,Specific sites,See Topo Table B Col D,Not listed in ICD-O-3.2
9090/3,"Struma ovarii, malignant  (C569)",Malignant,"C569, All Other Sites","C56, See Topo Table B Col B",
9091/1,Strumal carcinoid (C569),Borderline,"C569, All Other Sites","D39.1, See Topo Table B Col F",
9091/3,"Strumal carcinoid, malignant  (C569)",Malignant,"C569, All Other Sites","C56, See Topo Table B Col B",Not listed in ICD-O-3.2
9100/1,Invasive hydatidiform mole (C589),Borderline,"C589, All Other Sites","D39.2, See Topo Table B Col F",
9100/2,"Choriocarcinoma in situ, NOS (C589)",In-Situ,"C589, All Other Sites","D07.3, See Topo Table B Col D",Not listed in ICD-O-3.2
9100/3,"Choriocarcinoma, NOS  (C589)",Malignant,"C589, All Other Sites","C58, See Topo Table B Col B",
9101/2,"Choriocarcinoma combined with other germ cell elements, in situ (C589)",In-Situ,"C589, All Other Sites","D07.3, See Topo Table B Col D",Not listed in ICD-O-3.2
9101/3,Choriocarcinoma combined with other germ cell elements,Malignant,Specific Sites,See Topo Table B Col B,
9102/3,"Malignant teratoma, trophoblastic (C62_)",Malignant,"C629, All Other Sites","C62.9, See Topo Table B Col B",
9103/3,"Partial hydatidiform mole, malignant (C589)",Malignant,"C589, All Other Sites","C58, See Topo Table B Col B",Not listed in ICD-O-3.2
9104/1,Placental site trophoblastic tumor (C589),Borderline,"C589, All Other Sites","D39.2, See Topo Table B Col F",
9104/3,Malignant placental site trophoblastic tumor (C589),Malignant,"C589, All Other Sites","C58, See Topo Table B Col B",Not listed in ICD-O-3.2
9105/3,"Trophoblastic tumor, epithelioid",Malignant,Specific Sites,See Topo Table B Col B,
9110/1,Wolffian tumor,Borderline,Specific Sites,See Topo Table B Col F,
9110/3,"Wolffian tumor, malignant",Malignant,Specific Sites,See Topo Table B Col B,
9111/3,Mesonephric-like adenocarcinoma (2022 update),Malignant,Specific Sites,See Topo Table B Col B,New code 2022+
9120/1,"Hemangioma, NOS, borderline",Borderline,All sites,D18.0,Not listed in ICD-O-3.2
9120/3,Hemangiosarcoma (C49_),Malignant,"C499, All Other Sites","C49.9, See Topo Table B Col B",
9121/1,"Cavernous hemangioma, borderline",Borderline,All sites,D18.0,Not listed in ICD-O-3.2
9124/3,Kupffer cell sarcoma (C220),Malignant,"C220, All Other Sites","C22.3, See Topo Table B Col B",
9125/3,"Epithelioid hemangioma, malignant (C49_)",Malignant,"C499, All Other Sites","C49.9, See Topo Table B Col B",Not listed in ICD-O-3.2
9130/1,"Hemangioendothelioma, borderline (C49_)",Borderline,Specific Sites,See Topo Table B Col F,Not listed in ICD-O-3.2
9130/3,"Hemangioendothelioma, malignant (C49_)",Malignant,"C499, All Other Sites","C49.9, See Topo Table B Col B",
9133/1,"Epithelioid hemangioendothelioma, NOS (ICD-O-3.2 update, see code 9133/3)",Borderline,Specific Sites,See Topo Table B Col F,
9133/3,"Epithelioid hemangioendothelioma, malignant (ICD-O-3 update, previously 9133/1)",Malignant,Specific Sites,See Topo Table B Col B,
9135/1,Papillary intralymphatic angioendothelioma,Borderline,Specific Sites,See Topo Table B Col F,
9136/1,Spindle cell hemangioendothelioma,Borderline,Specific Sites,See Topo Table B Col F,
9137/3,Intimal sarcoma (ICD-O-3.2 update),Malignant,Specific Sites,See Topo Table B Col B,New code 2021+
9138/1,Pseudomyogenic (epithelioid sarcoma-like) hemagioendothelioma (ICD-O-3.2 update),Borderline,Specific Sites,See Topo Table B Col F,New code 2021+
9140/3,Kaposi Sarcoma,Malignant,Specific Sites,See Topo Table B Col K,
9150/1,"Hemangiopericytoma, NOS (C49_) (ICD-O-3.2 update, see code 8815/1)",Borderline,"C499, All Other Sites","D48.1, See Topo Table B Col F",
9150/3,"Hemangiopericytoma, malignant (C49_) (ICD-O-3.2 update, see code 8815/3)",Malignant,"C499, All Other Sites","C49.9, See Topo Table B Col B",
9161/1,Hemangioblastoma (C49_),Borderline,"C499, All Other Sites","D48.1, See Topo Table B Col F",
9161/3,"Hemangioblastoma, malignant (C49_)",Malignant,"C499, All Other Sites","C49.9, See Topo Table B Col B",Not listed in ICD-O-3.2
9170/3,Lymphangiosarcoma (C49_),Malignant,"C499, All Other Sites","C49.9, See Topo Table B Col B",
9174/1,Lymphangiomyomatosis (C49_),Borderline,"C499, All Other Sites","D48.1, See Topo Table B Col F",
9174/3,Lymphangioleiomyomatosis (C49) (2022 update),Malignant,"C499, All Other Sites","C49.9, See Topo Table B Col B",
9175/3,Hemolymphangiosarcoma,Malignant,Specific Sites,See Topo Table B Col B,Not listed in ICD-O-3.2
9180/3,"Osteosarcoma, NOS (C40_, C41_)",Malignant,"C409, C419, All Other Sites","C40.9, C41.9, See Topo Table B Col B",
9181/3,"Chondroblastic osteosarcoma  (C40_, C41_)",Malignant,"C409, C419, All Other Sites","C40.9, C41.9, See Topo Table B Col B",
9182/3,"Fibroblastic osteosarcoma (C40_, C41_)",Malignant,"C409, C419, All Other Sites","C40.9, C41.9, See Topo Table B Col B",
9183/3,"Telangiectatic osteosarcoma (C40_, C41_)",Malignant,"C409, C419, All Other Sites","C40.9, C41.9, See Topo Table B Col B",
9184/3,"Osteosarcoma in Paget disease of bone  (C40_, C41_)",Malignant,"C409, C419, All Other Sites","C40.9, C41.9, See Topo Table B Col B",
9185/3,"Small cell osteosarcoma (C40_, C41_)",Malignant,"C409, C419, All Other Sites","C40.9, C41.9, See Topo Table B Col B",
9186/3,"Central osteosarcoma (C40_, C41_)",Malignant,"C409, C419, All Other Sites","C40.9, C41.9, See Topo Table B Col B",
9187/3,"Low grade central osteosarcoma (C40_, C41_)",Malignant,"C409, C419, All Other Sites","C40.9, C41.9, See Topo Table B Col B",
9192/3,"Parosteal osteosarcoma (C40_, C41_)",Malignant,"C409, C419, All Other Sites","C40.9, C41.9, See Topo Table B Col B",
9193/3,"Periosteal osteosarcoma (C40_, C41_)",Malignant,"C409, C419, All Other Sites","C40.9, C41.9, See Topo Table B Col B",
9194/3,"High grade surface osteosarcoma (C40_, C41_)",Malignant,"C409, C419, All Other Sites","C40.9, C41.9, See Topo Table B Col B",
9195/3,"Intracortical osteosarcoma (C40_, C41_)",Malignant,"C409, C419, All Other Sites","C40.9, C41.9, See Topo Table B Col B",
9200/1,"Aggressive osteoblastoma (C40_, C41_)",Borderline,"C409, C419, All Other Sites","D48.0, See Topo Table B Col F",
9200/3,"Osteosarcoma, malignant (C40_, C41_)",Malignant,"C409, C419, All Other Sites","C40.9, C41.9, See Topo Table B Col B",Not listed in ICD-O-3.2
9210/1,"Osteochondromatosis, NOS (C40_, C41_)",Borderline,"C409, C419, All Other Sites","D48.0, See Topo Table B Col F",
9220/1,"Chondromatosis, NOS (C40_, C41_)",Borderline,"C409, C419, All Other Sites","D48.0, See Topo Table B Col F",
9220/3,"Chondrosarcoma, NOS (C40_, C41_)",Malignant,"C409, C419, All Other Sites","C40.9, C41.9, See Topo Table B Col B",
9221/3,"Periosteal chondrosarcoma (C40_, C41_)",Malignant,"C409, C419, All Other Sites","C40.9, C41.9, See Topo Table B Col B",
9222/1,"Atypical cartilaginous tumor (C40_, C41_) (ICD-O-3.2 update)",Borderline,"C409, C419, All Other Sites","D48.0, See Topo Table B Col F",New code 2021+
9222/3,"Chondrosarcoma, grade 1 (C40_, C41) (2022 update)",Malignant,"C409, C419, All Other Sites","C40.9, C41.9, See Topo Table B Col B",New code 2022+
9230/1,"Chrondroblastoma, NOS (C40_, C41_) (ICD-O-3.2 update, previously 9230/0)",Borderline,"C409, C419, All Other Sites","D48.0, See Topo Table B Col F",
9230/3,"Chondroblastoma, malignant (C40_, C41_)",Malignant,"C409, C419, All Other Sites","C40.9, C41.9, See Topo Table B Col B",
9231/3,"Myxoid chondrosarcoma (C40_, C41_)",Malignant,"C409, C419, All Other Sites","C40.9, C41.9, See Topo Table B Col B",
9240/3,Mesenchymal chondrosarcoma (C49_),Malignant,"C499, All Other Sites","C49.9, See Topo Table B Col B",
9242/3,"Clear cell chondrosarcoma (C40_, C41_)",Malignant,"C409, C419, All Other Sites","C40.9, C41.9, See Topo Table B Col B",
9243/3,"Dedifferentiated chondrosarcoma (C40_, C41_)",Malignant,"C409, C419, All Other Sites","C40.9, C41.9, See Topo Table B Col B",
9250/1,"Giant cell tumor of bone, NOS (C40_, C41_)",Borderline,"C409, C419, All Other Sites","D48.0, See Topo Table B Col F",
9250/3,"Giant cell tumor of bone, malignant (C40_, C41_)",Malignant,"C409, C419, All Other Sites","C40.9, C41.9, See Topo Table B Col B",
9251/1,"Giant cell tumor of soft parts, NOS (C49_)",Borderline,"C499, All Other Sites","D48.1, See Topo Table B Col F",
9251/3,Malignant giant cell tumor of soft parts (C49_),Malignant,"C499, All Other Sites","C49.9, See Topo Table B Col B",
9252/1,"Tenosynovial giant cell tumor, diffuse  (C49_) (ICD-O-3.2 update)",Borderline,"C499, All Other Sites","D48.1, See Topo Table B Col F",New code 2021+
9252/3,Malignant tenosynovial giant cell tumor  (C49_),Malignant,"C499, All Other Sites","C49.9, See Topo Table B Col B",
9260/3,"Ewing sarcoma (C40_, C41_) (ICD-O-3.2 update, see 9364/3)",Malignant,"C409, C419, All Other Sites","C40.9, C41.9, See Topo Table B Col B",
9261/1,"Osteofibrous dysplasia-like adamantinoma  (C40_, C41_) (2022 update)",Borderline,"C409, C419, All Other Sites","D48.0, See Topo Table B Col F",Not listed in ICD-O-3.2
9261/3,"Adamantinoma of long bones (C40_, C41_)",Malignant,"C409, C419, All Other Sites","C40.9, C41.9, See Topo Table B Col B",
9270/1,"Odontogenic tumor, NOS (C41_)",Borderline,"C419, All Other Sites","D48.0, See Topo Table B Col F",
9270/3,"Odontogenic tumor, malignant (C41_)",Malignant,"C419, All Other Sites","C41.9, See Topo Table B Col B",
9282/3,Complex odontosarcoma (C41_),Malignant,"C419, All Other Sites","C41.9, See Topo Table B Col B",Not listed in ICD-O-3.2
9290/3,Ameloblastic odontosarcoma (C41_),Malignant,"C419, All Other Sites","C41.9, See Topo Table B Col B",
9302/3,Ghost cell odontogenic carcinoma (ICD-O-3.2 update),Malignant,Specific Sites,See Topo Table B Col B,
9310/3,"Ameloblastoma, metastasizing (C41_)",Malignant,"C419, All Other Sites","C41.9, See Topo Table B Col B",
9312/3,"Squamous odontogenic tumor, malignant (C41_)",Malignant,"C419, All Other Sites","C41.9, See Topo Table B Col B",Not listed in ICD-O-3.2
9321/3,Cental odontogenic fibrosarcoma,Malignant,Specific Sites,See Topo Table B Col B,Not listed in ICD-O-3.2
9330/3,Ameloblastic fibrosarcoma (C41_),Malignant,"C419, All Other Sites","C41.9, See Topo Table B Col B",
9340/3,"Calcifying epithelial odontogenic tumor, malignant (C41_)",Malignant,"C419, All Other Sites","C41.9, See Topo Table B Col B",Not listed in ICD-O-3.2
9341/1,Clear cell odontogenic tumor (C41_) (ICD-O-3.2 update),Borderline,"C419, All Other Sites","D48.0, See Topo Table B Col F",
9341/3,Clear cell odontogenic tumor (C41_),Malignant,"C419, All Other Sites","C41.9, See Topo Table B Col B",
9342/3,Odontogenic carcinosarcoma (C41_),Malignant,"C419, All Other Sites","C41.9, See Topo Table B Col B",
9350/1,Craniopharyngioma (C752),Borderline,"C752, All Other Sites","D44.3, See Topo Table B Col F",
9350/3,"Craniopharyngioma, malignant (C752)",Malignant,"C752, All Other Sites","C75.2, See Topo Table B Col B",Not listed in ICD-O-3.2
9351/1,"Craniopharyngioma, adamantinomatous (C752)",Borderline,"C752, All Other Sites","D44.3, See Topo Table B Col F",
9351/3,"Craniopharyngioma, adamantinomatous, malignant (C752)",Malignant,"C752, All Other Sites","C75.2, See Topo Table B Col B",Not listed in ICD-O-3.2
9352/1,"Craniopharyngioma, papillary (C752)",Borderline,"C752, All Other Sites","D44.3, See Topo Table B Col F",
9352/3,"Craniopharyngioma, papillary, malignant (C752)",Malignant,"C752, All Other Sites","C75.2, See Topo Table B Col B",Not listed in ICD-O-3.2
9360/1,"Pinealoma, NOS (C753)",Borderline,"C753, All Other Sites","D44.5, See Topo Table B Col F",
9360/3,"Pinealoma, malignant (C753)",Malignant,"C753, All Other Sites","C75.3, See Topo Table B Col B",Not listed in ICD-O-3.2
9361/1,Pineocytoma (C753),Borderline,"C753, All Other Sites","D44.5, See Topo Table B Col F",Not listed in ICD-O-3.2
9361/3,"Pineocytoma, malignant (C753)",Malignant,"C753, All Other Sites","C75.3, See Topo Table B Col B",
9362/3,Pineoblastoma (C753),Malignant,"C753, All Other Sites","C75.3, See Topo Table B Col B",
9363/3,"Melanotic neuroectodermal tumor, malignant (C40_, C41_)",Malignant,"C409, C419, All Other Sites","C40.9, C41.9, See Topo Table B Col B",Not listed in ICD-O-3.2
9364/3,"Ewing sarcoma (C40_, C41_) (ICD-O-3.2 update, name changed and previous code 9260/3 deleted and moved to this code)",Malignant,"C409, C419, All Other Sites","C40.9, C41.9, See Topo Table B Col B",
9365/3,Askin tumor,Malignant,Specific Sites,See Topo Table B Col B,
9366/3,"Round cell sarcoma with EWSR1-non ETS fusions (C40_, C41_) (2022 update)",Malignant,"C409, C419, All Other Sites","C40.9, C41.9, See Topo Table B Col B",New code 2022+
9367/3,"CIC-rearranged sarcoma (C40_, C41_) (2022 update)",Malignant,"C409, C419, All Other Sites","C40.9, C41.9, See Topo Table B Col B",New code 2022+
9368/3,"Sarcoma with BCOR genetic alterations (C40_, C41_) (2022 update)",Malignant,"C409, C419, All Other Sites","C40.9, C41.9, See Topo Table B Col B",New code 2022+
9370/3,"Chordoma, NOS (C40_, C41_)",Malignant,"C409, C419, All Other Sites","C40.9, C41.9, See Topo Table B Col B",
9371/3,"Chondroid chordoma (C40_, C41_)",Malignant,"C409, C419, All Other Sites","C40.9, C41.9, See Topo Table B Col B",
9372/3,"Dedifferentiated chordoma (C40_, C41_)",Malignant,"C409, C419, All Other Sites","C40.9, C41.9, See Topo Table B Col B",
9380/1,"Glioma, borderline (C71_)",Borderline,"C719, All Other Sites","D43.2, See Topo Table B Col F",Not listed in ICD-O-3.2
9380/3,"Glioma, malignant (C71_)",Malignant,"C719, All Other Sites","C71.9, See Topo Table B Col B",
9381/3,Gliomatosis cerebri (C71_),Malignant,"C719, All Other Sites","C71.9, See Topo Table B Col B",
9382/3,"Oligoastrocytoma, NOS (C71_)",Malignant,"C719, All Other Sites","C71.9, See Topo Table B Col B",
9383/1,Subependymoma (C71_),Borderline,"C719, All Other Sites","D43.2, See Topo Table B Col F",
9383/3,"Subependymoma, malignant (C71_)",Malignant,"C719, All Other Sites","C71.9, See Topo Table B Col B",Not listed in ICD-O-3.2
9384/1,Supependymal giant cell astrocytoma (C71_),Borderline,"C719, All Other Sites","D43.2, See Topo Table B Col F",
9384/3,"Supependymal giant cell astrocytoma, malignant (C71_)",Malignant,"C719, All Other Sites","C71.9, See Topo Table B Col B",Not listed in ICD-O-3.2
9385/3,"Diffuse midline glioma, H3 K27M-mutation (C71_) (ICD-O-3.2 update)",Malignant,"C719, All Other Sites","C71.9, See Topo Table B Col B",
9390/1,Atypical choroid plexus papilloma (C715),Borderline,"C715, All Other Sites","D43.0, See Topo Table B Col F",
9390/3,Choroid plexus papilloma (C715),Malignant,"C715, All Other Sites","C71.5, See Topo Table B Col B",
9391/1,Sellar ependymoma (C751) (ICD-O-3.2 update),Borderline,"C751, All Other Sites","D44.3, See Topo Table B Col F",
9391/3,"Ependymoma, NOS (C71_)",Malignant,"C719, All Other Sites","C71.9, See Topo Table B Col B",
9392/3,"Ependymoma, anaplastic (C71_)",Malignant,"C719, All Other Sites","C71.9, See Topo Table B Col B",
9393/1,"Papillary ependymoma, borderline (C71_)",Borderline,"C719, All Other Sites","D43.2, See Topo Table B Col F",Not listed in ICD-O-3.2
9393/3,Papillary ependymoma (C71_),Malignant,"C719, All Other Sites","C71.9, See Topo Table B Col B",
9394/1,Myxopapillary ependymoma (C71_),Borderline,"C719, All Other Sites","D43.2, See Topo Table B Col F",
9394/3,"Myxopapillary ependymoma, malignant (C71_)",Malignant,"C719, All Other Sites","C71.9, See Topo Table B Col B",Not listed in ICD-O-3.2
9395/3,Papillary tumor of the pineal region,Malignant,Specific Sites,See Topo Table B Col B,
9396/3,"Ependymoma, RELA fusion-positive (C71_) (ICD-O-3.2 update)",Malignant,"C719, All Other Sites","C71.9, See Topo Table B Col B",
9400/1,"Astrocytoma, borderline (C71_)",Borderline,"C719, All Other Sites","D43.2, See Topo Table B Col F",Not listed in ICD-O-3.2
9400/3,"Astrocytoma, NOS (C71_)",Malignant,"C719, All Other Sites","C71.9, See Topo Table B Col B",
9401/3,"Astrocytoma, anaplastic (C71_)",Malignant,"C719, All Other Sites","C71.9, See Topo Table B Col B",
9410/3,Protoplasmic astrocytoma (C71_),Malignant,"C719, All Other Sites","C71.9, See Topo Table B Col B",
9411/3,Gemistocytic astrocytoma (C71_),Malignant,"C719, All Other Sites","C71.9, See Topo Table B Col B",
9412/1,Desmoplastic infantile astrocytoma (C71_),Borderline,"C719, All Other Sites","D43.2, See Topo Table B Col F",
9412/3,"Desmoplastic infantile astrocytoma, malignant (C71_)",Malignant,"C719, All Other Sites","C71.9, See Topo Table B Col B",Not listed in ICD-O-3.2
9413/1,"Dysembryoplastic neuroepithelial tumor, borderline",Borderline,Specific Sites,See Topo Table B Col F,Not listed in ICD-O-3.2
9413/3,"Dysembryoplastic neuroepithelial tumor, malignant",Malignant,Specific Sites,See Topo Table B Col B,Not listed in ICD-O-3.2
9420/3,Fibrillary astrocytoma (C71_),Malignant,"C719, All Other Sites","C71.9, See Topo Table B Col B",
9421/1,Pilocytic astrocytoma  (C71_) (2023+),Borderline,"C719, All Other Sites","D43.2, See Topo Table B Col F",
9421/3,"Pilocytic astrocytoma, malignant  (C71_) (2001-2022)",Malignant,"C719, All Other Sites","C71.9, See Topo Table B Col B",
9421/3,High-grade astrocytoma with piloid features (HGAP) (C71_) (2023 update),Malignant,"C719, All Other Sites","C71.9, See Topo Table B Col B",
9423/3,Polar spongioblastoma  (C71_),Malignant,"C719, All Other Sites","C71.9, See Topo Table B Col B",
9424/3,Pleomorphic xanthoastrocytoma  (C71_),Malignant,"C719, All Other Sites","C71.9, See Topo Table B Col B",
9425/3,Pilomyxoid astrocytoma (C71_),Malignant,"C719, All Other Sites","C71.9, See Topo Table B Col B",
9430/3,Astroblastoma  (C71_),Malignant,"C719, All Other Sites","C71.9, See Topo Table B Col B",
9431/1,Angiocentric glioma (C71_),Borderline,"C719, All Other Sites","D43.2, See Topo Table B Col F",
9432/1,Pituicytoma (C751),Borderline,"C751, All Other Sites","D44.3, See Topo Table B Col F",
9440/1,"Glioblastoma, NOS, borderline (C71_)",Borderline,"C719, All Other Sites","D43.2, See Topo Table B Col F",Not listed in ICD-O-3.2
9440/3,"Glioblastoma, NOS  (C71_)",Malignant,"C719, All Other Sites","C71.9, See Topo Table B Col B",
9441/3,Giant cell glioblastoma  (C71_),Malignant,"C719, All Other Sites","C71.9, See Topo Table B Col B",
